CALLERTYPE,DATECANCELLED,DATEINVTDONE,DATETIMECLOSED,DATETIMEINIT,DESCRIPTION,NEIGHBORHOOD,PRJCOMPLETEDATE,PROBADDRESS,PROBADDTYPE,PROBCITY,PROBLEMCODE,PROBZIP,REQUESTID,SRX,SRY,STATUS,SUBMITTO,WARD
PHONE,NA,2018-01-04 09:25:25.34,2018-01-04 09:25:25.34,2018-01-03 08:02:54.9,Cntnr overflow/bulky,8,2018-01-08 00:00:00.0,5822 WALSH ST,B,NA,Cntnr overflow/bulky,NA,1049645,879073.895,1001258.357,CLOSED,"REFUSE,",16
PHONE,NA,2018-01-03 09:52:11.197,2018-01-03 09:52:11.197,2018-01-03 08:03:23.51,Refuse not collected,42,2018-01-08 00:00:00.0,1124 GRAHAM ST,B,NA,Refuse not collected,NA,1049646,879928.879,1017951.541,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-03 18:06:46.347,2018-01-03 18:06:46.347,2018-01-03 08:04:55.387,Refuse not collected,48,2018-01-08 00:00:00.0,5347 MAPLE AVE,B,NA,Refuse not collected,NA,1049647,884734.177,1029256.17,CLOSED,"REFUSE,",26
PHONE,NA,2018-01-03 08:08:44.95,2018-01-03 08:08:44.95,2018-01-03 08:05:19.15,Walk-In Blocking Permit,15,2018-02-14 00:00:00.0,4338 CONNECTICUT ST,B,NA,PmtApp_Walk-in,NA,1049648,887906.3,1007958.87,CLOSED,"STREET PERMITS,",10
PHONE,NA,2018-01-03 18:05:00.287,2018-01-03 18:05:00.287,2018-01-03 08:06:33.933,Refuse not collected,48,2018-01-08 00:00:00.0,12 PARKLAND PL,B,NA,Refuse not collected,NA,1049649,880737.354,1029981.75,CLOSED,"REFUSE,",26
PHONE,NA,2018-01-04 16:33:04.0,2018-01-04 16:22:29.273,2018-01-03 08:09:15.123,Vehicle Towing,75,2018-01-10 00:00:00.0,10192 LOOKAWAY DR,B,NA,Vehicle Towing,NA,1049650,906950.205,1061922.056,CLOSED,"STREET DEPT, 510",2
PHONE,NA,2018-01-06 10:22:36.61,2018-01-06 10:22:36.61,2018-01-03 08:09:17.98,Cntnr overflow/bulky,69,2018-01-08 00:00:00.0,4500 DRYDEN AVE,B,NA,Cntnr overflow/bulky,NA,1049651,896669.126,1036777.36,CLOSED,"REFUSE,",21
PHONE,NA,2018-01-03 18:03:11.333,2018-01-03 18:03:11.333,2018-01-03 08:09:49.433,Refuse not collected,48,2018-01-08 00:00:00.0,5964 OAKHERST PL,B,NA,Refuse not collected,NA,1049652,880258.981,1031844.13,CLOSED,"REFUSE,",22
PHONE,NA,2018-01-05 11:18:53.057,2018-01-05 11:18:53.057,2018-01-03 08:10:04.09,Foreman cntct citizn,69,2018-01-08 00:00:00.0,4500 DRYDEN AVE,B,NA,Foreman cntct citizn,NA,1049653,896669.126,1036777.36,CLOSED,"REFUSE,",21
PHONE,NA,2018-01-17 11:15:31.617,2018-01-17 11:15:31.617,2018-01-03 08:11:08.153,OVERHEAD DOOR REPAIRS,NA,2018-01-05 00:00:00.0,2110 GASCONADE,B,ST. LOUIS,OVERHEAD DOOR,63141,1049654,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-30 16:12:00.0,2018-03-23 16:15:02.027,2018-01-03 08:11:53.093,Check Welfare,19,2018-01-23 00:00:00.0,2924 MIAMI ST,B,NA,Check Welfare,NA,1049655,896209.223,1003939.496,CLOSED,"ANIMAL CARE,",20
PHONE,NA,2018-01-05 16:02:21.0,2018-01-05 16:02:58.527,2018-01-03 08:12:17.873,WTR-COMING-UP,8,2018-01-16 00:00:00.0,5879 WALSH ST,B,NA,WTR-COMING-UP,NA,1049656,878539.86,1001515.56,CLOSED,"WATER DIV,",16
PHONE,NA,2018-01-03 09:53:32.43,2018-01-03 09:53:32.43,2018-01-03 08:15:09.58,Refuse not collected,48,2018-01-08 00:00:00.0,5344 BARTMER AVE,B,NA,Refuse not collected,NA,1049657,884774.002,1029399.8,CLOSED,"REFUSE,",26
PHONE,NA,2018-01-04 09:40:48.11,2018-01-04 09:40:48.11,2018-01-03 08:16:00.75,Refuse not collected,6,2018-01-08 00:00:00.0,5758 GRESHAM ST,B,NA,Refuse not collected,NA,1049658,878988.575,998285.848,CLOSED,"REFUSE,",12
NA,NA,2018-01-09 06:16:05.783,2018-01-09 06:16:05.783,2018-01-03 08:16:58.61,Other Street Repair,71,2018-01-10 00:00:00.0,4902 GERALDINE AVE,B,NA,Other Street Repair,NA,1049659,892008.091,1039616.607,CLOSED,"STREET DIVISION, 514",1
PHONE,NA,2018-01-18 06:12:45.787,2018-01-18 06:12:45.787,2018-01-03 08:17:09.097,Street Cleaning,35,2018-01-10 00:00:00.0,N 11TH ST & COLE ST,B,NA,Street Cleaning,NA,1049660,907711.264,1020224.162,CLOSED,"STREET DIVISION, 514",7
FIRE STATION,NA,2018-01-17 11:20:59.95,2018-01-17 11:20:59.95,2018-01-03 08:17:28.44,PEST CONTROL SERVICES,NA,2018-01-10 00:00:00.0,4425 S. COMPTON,B,ST. LOUIS,PEST CONTROL,63111,1049661,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-09 12:55:48.79,2018-01-09 12:55:48.79,2018-01-03 08:18:07.457,Refuse not collected,70,2018-01-08 00:00:00.0,6016 MARGARETTA AVE,B,NA,Refuse not collected,NA,1049662,884719.908,1040315.822,CLOSED,"REFUSE,",22
PHONE,NA,2018-01-05 16:03:39.0,2018-01-05 16:03:53.457,2018-01-03 08:18:17.503,WTR-COMING-UP,8,2018-01-16 00:00:00.0,WALSH ST & TAMM AVE,B,NA,WTR-COMING-UP,NA,1049663,877572.44,1001555.676,CLOSED,"WATER DIV,",16
TWITTER,NA,2018-01-03 09:54:37.987,2018-01-03 09:54:37.987,2018-01-03 08:19:09.723,Refuse not collected,43,2018-01-08 00:00:00.0,6703 GLADES AVE,B,NA,Refuse not collected,NA,1049664,876848.872,1015045.659,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-10 14:51:56.0,2018-01-10 14:52:43.853,2018-01-03 08:19:11.863,Illegl Use-Opn Storg,62,2018-01-23 00:00:00.0,1115 N 11TH ST,B,NA,Illegl Use-Opn Storg,NA,1049665,907763.919,1020737.998,CLOSED,"BUILDING DIV,",5
FIRE STATION,NA,2018-01-24 11:12:50.843,2018-01-24 11:12:50.843,2018-01-03 08:20:03.393,CLOGGED DRAIN,NA,2018-02-06 00:00:00.0,4425 S. COMPTON,B,ST. LOUIS,CLOGGED DRAIN,63111,1049666,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-03 18:01:11.797,2018-01-03 18:01:11.797,2018-01-03 08:21:08.74,Refuse not collected,46,2018-01-08 00:00:00.0,5717 KINGSBURY PL,B,NA,Refuse not collected,NA,1049667,881448.223,1026266.785,CLOSED,"REFUSE,",26
NA,NA,2018-01-04 08:37:45.01,2018-01-04 08:37:45.01,2018-01-03 08:21:29.147,Debris-alley/street,71,2018-01-08 00:00:00.0,4924 GERALDINE AVE,B,NA,Debris-alley/street,NA,1049668,892166.858,1039728.642,CLOSED,"REFUSE,",1
PHONE,NA,2018-01-06 10:24:35.067,2018-01-06 10:24:35.067,2018-01-03 08:21:49.99,Cntnr overflow/bulky,50,2018-01-08 00:00:00.0,5351 ST LOUIS AVE,B,NA,Cntnr overflow/bulky,NA,1049669,887774.534,1034805.8,CLOSED,"REFUSE,",1
PHONE,NA,2018-01-03 18:02:18.46,2018-01-03 18:02:18.46,2018-01-03 08:23:09.74,Refuse not collected,78,2018-01-08 00:00:00.0,5900 ROMAINE PL,B,NA,Refuse not collected,NA,1049670,881647.508,1033030.149,CLOSED,"REFUSE,",22
NA,2018-01-03 08:26:55.147,NA,NA,2018-01-03 08:23:39.0,Whole block lights out,14,2018-01-05 00:00:00.0,5532 LINDENWOOD AVE,A,NA,Whole Blk Lights Out,NA,1049671,881078.209,1004953.64,CANCEL,"TRAFFIC DIVISION, 511",23
PHONE,NA,2018-01-03 08:28:00.0,2018-01-03 08:28:03.82,2018-01-03 08:23:57.32,Refuse not collected,45,2018-01-08 00:00:00.0,210 WOODBOURNE DR,B,NA,Refuse not collected,NA,1049672,876428.105,1023149.815,CLOSED,"REFUSE,",28
WEB,NA,2018-01-03 12:56:56.0,2018-01-18 08:34:07.487,2018-01-03 08:25:05.0,Vehicle Towing,NA,2018-01-10 00:00:00.0,5051 RIVERVIEW BLVD,A,NA,Vehicle Towing,NA,1049673,889372.328,1044079.798,CLOSED,"STREET DEPT, 510",NA
NA,NA,2018-01-08 12:25:00.0,2018-01-09 01:10:49.997,2018-01-03 08:25:10.397,Sign needs attention,71,2018-02-14 00:00:00.0,4909 GERALDINE AVE,B,NA,Sign needs attention,NA,1049674,892004.195,1039753.756,CLOSED,"TRAFFIC DIVISION, 511",1
WEB,NA,2018-01-03 17:58:38.3,2018-01-03 17:58:38.3,2018-01-03 08:25:23.367,Refuse not collected,38,2018-01-08 00:00:00.0,35 PORTLAND PL,B,NA,Refuse not collected,NA,1049675,885710.065,1024813.36,CLOSED,"REFUSE,",28
PHONE,NA,2018-01-03 17:58:38.3,2018-01-03 17:58:38.3,2018-01-03 08:25:23.367,Refuse not collected,38,2018-01-08 00:00:00.0,35 PORTLAND PL,B,NA,Refuse not collected,NA,1049675,885710.065,1024813.36,CLOSED,"REFUSE,",28
PHONE,NA,2018-01-03 09:20:51.86,2018-01-03 09:20:51.86,2018-01-03 08:29:14.667,Whole block lights out,14,2018-01-05 00:00:00.0,5724 MARDEL AVE,B,NA,Whole Blk Lights Out,NA,1049676,880203.812,1005376.52,CLOSED,"TRAFFIC DIVISION, 511",23
NA,NA,NA,NA,2018-01-03 08:31:12.463,BOILER/FURNACE/RADIATOR,NA,2018-01-10 00:00:00.0,1915 OLIVE,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049677,NA,NA,Disptch,"FACILITIES MGMT,",NA
WEB,NA,2018-01-05 15:43:42.0,2018-01-05 15:44:10.07,2018-01-03 08:32:12.0,WTR-COMING-UP,19,2018-01-16 00:00:00.0,3202 WINNEBAGO ST,A,NA,WTR-COMING-UP,NA,1049678,895042.352,1003454.896,CLOSED,"WATER DIV,",20
PHONE,NA,2018-01-03 17:56:53.307,2018-01-03 17:56:53.307,2018-01-03 08:32:15.793,Refuse not collected,48,2018-01-08 00:00:00.0,1286 AMHERST PL,B,NA,Refuse not collected,NA,1049679,880684.47,1032490.88,CLOSED,"REFUSE,",22
WEB,NA,2018-01-03 13:43:42.5,2018-01-03 13:43:42.5,2018-01-03 08:36:23.0,Excavation Application,68,2018-02-14 00:00:00.0,CLAY AVE & CARTER AVE,B,NA,PmtApp_Excavation,NA,1049680,899680.746,1033831.534,CLOSED,"STREET PERMITS,",21
PHONE,NA,2018-01-09 12:56:37.927,2018-01-09 12:56:37.927,2018-01-03 08:37:51.683,Refuse not collected,50,2018-01-08 00:00:00.0,5619 GREER AVE,B,NA,Refuse not collected,NA,1049681,886090.487,1036617.068,CLOSED,"REFUSE,",22
PHONE,NA,2018-01-03 17:55:07.893,2018-01-03 17:55:07.893,2018-01-03 08:39:20.107,Refuse not collected,44,2018-01-08 00:00:00.0,6607 VILLA AVE,B,NA,Refuse not collected,NA,1049682,877643.113,1016774.239,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-03 17:52:27.03,2018-01-03 17:52:27.03,2018-01-03 08:41:00.17,Refuse not collected,48,2018-01-08 00:00:00.0,5946 MAPLE AVE,B,NA,Refuse not collected,NA,1049683,879791.061,1029656.492,CLOSED,"REFUSE,",26
PHONE,NA,2018-01-05 11:21:16.607,2018-01-05 11:21:16.607,2018-01-03 08:41:31.543,Cntnr turned,68,2018-01-10 00:00:00.0,4201 FAIR AVE,B,NA,Cntnr turned,NA,1049684,898687.458,1033704.914,CLOSED,"REFUSE,",21
PHONE,NA,2018-01-03 08:44:10.863,2018-01-03 08:44:10.863,2018-01-03 08:43:30.413,Broken/Hanging Limb,4,2018-01-10 00:00:00.0,4372 HOLLY HILLS AVE,B,NA,Broken/Hanging Limb,NA,1049685,884198.067,996721.816,CLOSED,"FORESTRY,",12
PHONE,NA,2018-01-04 08:53:51.77,2018-01-04 08:53:51.77,2018-01-03 08:43:58.763,Residnl Prvt Dmpstr,25,2018-01-23 00:00:00.0,3504 MCKEAN AVE,B,NA,Residnl Prvt Dmpstr,NA,1049686,894068.711,1005946.429,CLOSED,"REFUSE,",15
PHONE,NA,2018-01-03 13:01:13.0,2018-01-23 13:28:40.173,2018-01-03 08:45:25.607,Containr damaged,2,2018-01-12 00:00:00.0,221 W UPTON ST,B,NA,Containr damaged,NA,1049687,889467.897,989257.373,CLOSED,"REFUSE,",11
PHONE,2018-01-03 16:50:09.0,NA,NA,2018-01-03 08:45:53.46,Cntnr overflow/bulky,NA,2018-01-08 00:00:00.0,NA,B,NA,Cntnr overflow/bulky,NA,1049688,895132.078,1006784.251,CANCEL,"REFUSE,",NA
PHONE,NA,2018-01-04 13:41:38.0,2018-01-23 13:28:21.813,2018-01-03 08:46:56.71,Did not get cart,2,2018-01-10 00:00:00.0,221 W UPTON ST,B,NA,Did not get cart,NA,1049689,889467.897,989257.373,CLOSED,"REFUSE,",11
TWITTER,NA,2018-01-03 17:53:30.727,2018-01-03 17:53:30.727,2018-01-03 08:47:32.677,Refuse not collected,42,2018-01-08 00:00:00.0,6161 CRESCENT AVE,B,NA,Refuse not collected,NA,1049690,880329.102,1017898.898,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-03 18:13:11.163,2018-01-03 18:13:11.163,2018-01-03 08:50:11.73,Foreman cntct citizn,46,2018-01-08 00:00:00.0,6254 PERSHING AVE,B,NA,Foreman cntct citizn,NA,1049691,876546.784,1025615.331,CLOSED,"REFUSE,",28
PHONE,NA,2018-01-04 07:31:45.307,2018-01-04 07:31:45.307,2018-01-03 08:50:26.507,Foreman cntct citizn,48,2018-01-08 00:00:00.0,5644 ENRIGHT AVE,B,NA,Foreman cntct citizn,NA,1049692,881972.571,1027325.112,CLOSED,"REFUSE,",26
PHONE,NA,2018-01-03 09:55:45.667,2018-01-03 09:55:45.667,2018-01-03 08:54:32.35,Refuse not collected,43,2018-01-08 00:00:00.0,6724 MITCHELL AVE,B,NA,Refuse not collected,NA,1049693,876741.783,1015311.596,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-05 15:33:12.56,2018-01-05 15:33:12.56,2018-01-03 08:54:47.29,Bagged Leaf Pickup,43,2018-01-05 00:00:00.0,2135 FOREST AVE,B,NA,Bagged Leaf Pickup,NA,1049694,875374.821,1014361.319,CLOSED,"STREET DIVISION, 514",24
PHONE,NA,2018-01-04 15:38:25.85,2018-01-04 15:38:25.85,2018-01-03 08:54:56.84,Snow/Ice - Residnl,22,2018-01-09 00:00:00.0,2117 ARSENAL ST,B,NA,Snow/Ice - Residnl,NA,1049695,899743.874,1006878.209,CLOSED,"STREET DIVISION, 514",9
PHONE,NA,2018-01-03 09:58:52.687,2018-01-03 09:58:52.687,2018-01-03 09:00:23.05,Refuse not collected,44,2018-01-08 00:00:00.0,1026 GRANDVIEW PL,B,NA,Refuse not collected,NA,1049696,877078.308,1018804.133,CLOSED,"REFUSE,",28
PHONE,NA,2018-01-03 09:51:58.0,2018-03-20 14:47:04.55,2018-01-03 09:01:13.533,Debris-Vacant Bldg,65,2018-01-23 00:00:00.0,1421 DESTREHAN ST,B,NA,Debris-Vacant Bldg,NA,1049697,906220.054,1029136.545,CLOSED,"FORESTRY,",3
PHONE,NA,2018-01-04 08:55:47.09,2018-01-04 08:55:47.09,2018-01-03 09:01:29.557,Whole block lights out,38,2018-01-05 00:00:00.0,3900 LACLEDE AVE,B,NA,Whole Blk Lights Out,NA,1049698,893805.63,1020467.872,CLOSED,"TRAFFIC DIVISION, 511",17
PHONE,NA,2018-01-03 17:49:13.0,2018-01-03 17:49:13.76,2018-01-03 09:01:32.183,Refuse not collected,48,2018-01-08 00:00:00.0,5907 JULIAN AVE,B,NA,Refuse not collected,NA,1049699,880948.682,1031918.003,CLOSED,"REFUSE,",22
PHONE,NA,2018-01-04 07:46:00.0,2018-03-08 07:49:25.8,2018-01-03 09:02:24.927,Rats (Exterior),65,2018-01-10 00:00:00.0,1421 DESTREHAN ST,B,NA,Rats (Exterior),NA,1049700,906220.054,1029136.545,CLOSED,"VECTOR CNTRL,",3
PHONE,NA,2018-05-31 14:56:23.093,2018-05-31 14:56:23.093,2018-01-03 09:06:22.877,Vehicle-Rt of Way,68,2018-01-23 00:00:00.0,4223 RED BUD AVE,B,NA,Vehicle-Rt of Way,NA,1049701,897934.538,1034348.652,CLOSED,"TREAS PRKG SVC,",21
WEB,NA,2018-01-04 13:10:06.743,2018-01-04 13:10:06.743,2018-01-03 09:09:52.0,Cntnr overflow/bulky,1,2018-01-08 00:00:00.0,701 BATES ST,A,NA,Cntnr overflow/bulky,NA,1049702,891951.958,995049.868,CLOSED,"REFUSE,",25
WEB,2018-09-08 15:06:48.0,NA,NA,2018-01-03 09:13:14.0,Blocking Application,36,2018-02-14 00:00:00.0,S 20TH ST & MARKET ST,B,NA,PmtApp_Blocking,NA,1049703,903296.735,1018326.71,CANCEL,"STREET PERMITS,",6
OTHER,NA,2018-01-09 06:13:29.933,2018-01-09 06:13:29.933,2018-01-03 09:13:32.843,Potholes - Major St,36,2018-01-08 00:00:00.0,S 22ND ST & MARKET ST,B,NA,Potholes - Major St,NA,1049704,902410.445,1018539.929,CLOSED,"STREET DIVISION, 514",6
PHONE,NA,2018-01-03 09:15:21.04,2018-01-03 09:15:21.04,2018-01-03 09:14:12.497,Walk-In Blocking Permit,19,2018-02-14 00:00:00.0,2714 POTOMAC ST,B,NA,PmtApp_Walk-in,NA,1049705,897713.576,1004367.08,CLOSED,"STREET PERMITS,",20
WEB,NA,2018-01-03 10:50:09.507,2018-01-03 10:50:09.507,2018-01-03 09:15:43.0,Excavation Application,NA,2018-02-14 00:00:00.0,6651 CHIPPEWA ST,A,NA,PmtApp_Excavation,NA,1049706,875554.107,1003976.153,CLOSED,"STREET PERMITS,",NA
PHONE,NA,2018-01-04 16:34:27.0,2018-01-04 16:23:45.017,2018-01-03 09:16:57.41,Illegal Use,60,2018-01-17 00:00:00.0,2349 HEBERT ST,B,NA,Illegal Use,NA,1049707,903701.455,1027969.499,CLOSED,"STREET DEPT, 510",3
WEB,NA,2018-01-03 09:24:21.0,2018-01-03 09:24:21.29,2018-01-03 09:18:14.0,Whole block lights out,14,2018-01-05 00:00:00.0,3823 JANUARY AVE,A,NA,Whole Blk Lights Out,NA,1049708,880462.345,1005207.833,CLOSED,"TRAFFIC DIVISION, 511",23
ADMIN BUILDING,NA,2018-01-24 11:17:08.487,2018-01-24 11:17:08.487,2018-01-03 09:18:17.443,REPAIR/REPLACE PLUMBING FIXTURE,NA,2018-01-10 00:00:00.0,1900 HAMPTON AVE.,B,ST. LOUIS,PLUMBING FIXTURE REP,63139,1049709,NA,NA,CLOSED,"FACILITIES MGMT,",NA
WEB,2018-01-03 13:27:02.75,NA,NA,2018-01-03 09:18:44.0,Vehicle-Rt of Way,15,2018-01-23 00:00:00.0,4375 CHIPPEWA ST,A,NA,Vehicle-Rt of Way,NA,1049710,886845.451,1004172.645,CANCEL,"TREAS PRKG SVC,",15
PHONE,NA,2018-09-17 14:28:08.193,2018-09-17 14:28:08.193,2018-01-03 09:19:56.227,Vehicle-Rt of Way,13,2018-01-23 00:00:00.0,2611 BRANNON AVE,B,NA,Vehicle-Rt of Way,NA,1049711,884399.795,1011263.098,CLOSED,"TREAS PRKG SVC,",10
OTHER,NA,2018-01-08 14:04:54.0,2018-01-08 14:05:12.147,2018-01-03 09:20:29.943,Ppty Maint Code-Ext,37,2018-01-23 00:00:00.0,3015 LOCUST ST,B,NA,Ppty Maint Code-Ext,NA,1049712,899537.595,1020601.153,CLOSED,"BUILDING DIV,",19
ADMIN BUILDING,NA,2018-02-06 13:06:38.173,2018-02-06 13:06:38.173,2018-01-03 09:21:37.343,BOILER/FURNACE/RADIATOR,NA,2018-01-10 00:00:00.0,1900 HAMPTON AVE.,B,ST. LOUIS,BOILER/FURNACE/RADIA,63139,1049713,NA,NA,CLOSED,"FACILITIES MGMT,",NA
PHONE,NA,2018-01-03 17:48:25.463,2018-01-03 17:48:25.463,2018-01-03 09:23:40.053,Refuse not collected,78,2018-01-08 00:00:00.0,5971 PAGE BLVD,B,NA,Refuse not collected,NA,1049714,880721.389,1032815.335,CLOSED,"REFUSE,",22
PHONE,NA,2018-01-04 08:54:10.313,2018-01-04 08:54:10.313,2018-01-03 09:23:50.433,Whole block lights out,50,2018-01-05 00:00:00.0,5900 THEODOSIA AVE,B,NA,Whole Blk Lights Out,NA,1049715,882400.14,1034522.706,CLOSED,"TRAFFIC DIVISION, 511",22
WEB,NA,2018-01-03 09:26:02.0,2018-01-03 09:26:02.473,2018-01-03 09:24:36.457,Walk-In Blocking Permit,16,2018-02-14 00:00:00.0,3325 LIBERTY ST,B,NA,PmtApp_Walk-in,NA,1049716,893176.94,997042.345,CLOSED,"STREET PERMITS,",25
PHONE,NA,2018-01-04 08:52:38.0,2018-01-04 08:53:16.477,2018-01-03 09:26:24.4,Cntnr blocking,9,2018-01-08 00:00:00.0,6615 WINONA AVE,B,NA,Cntnr blocking,NA,1049717,875922.802,1005115.145,CLOSED,"REFUSE,",23
PHONE,NA,2018-01-05 11:15:30.903,2018-01-05 11:15:30.903,2018-01-03 09:26:43.7,Foreman cntct citizn,74,2018-01-08 00:00:00.0,8607 HALLS FERRY RD,B,NA,Foreman cntct citizn,NA,1049718,895740.939,1049678.861,CLOSED,"REFUSE,",2
WEB,NA,2018-01-05 10:13:03.0,2018-01-05 10:14:59.527,2018-01-03 09:28:14.0,Vehicle Towing,5,2018-01-10 00:00:00.0,4366 CHIPPEWA ST,A,NA,Vehicle Towing,NA,1049719,887120.157,1003968.378,CLOSED,"STREET DEPT, 510",14
PHONE,NA,2018-01-08 06:57:21.853,2018-01-08 06:57:21.853,2018-01-03 09:29:00.397,Refuse not collected,48,2018-01-08 00:00:00.0,1273 HAMILTON AVE,B,NA,Refuse not collected,NA,1049720,881022.513,1032048.571,CLOSED,"REFUSE,",22
WEB,NA,2018-01-04 05:35:33.937,2018-01-04 05:35:33.937,2018-01-03 09:29:16.0,Refuse not collected,49,2018-01-08 00:00:00.0,3 BEVERLY PL,B,NA,Refuse not collected,NA,1049721,883676.022,1026962.333,CLOSED,"REFUSE,",26
PHONE,NA,2018-01-04 15:39:29.19,2018-01-04 15:39:29.19,2018-01-03 09:31:01.38,Snow/Ice - Residnl,11,2018-01-09 00:00:00.0,2129 ESTHER AVE,B,NA,Snow/Ice - Residnl,NA,1049722,880351.752,1013556.794,CLOSED,"STREET DIVISION, 514",24
OTHER,NA,2018-03-06 14:13:32.007,2018-03-06 14:13:32.007,2018-01-03 09:32:07.373,Graffiti-Private,77,2018-01-23 00:00:00.0,1027 N GRAND BLVD,B,NA,Graffiti-Private,NA,1049723,897415.024,1023288.457,CLOSED,"OP BRIGHTSIDE,",19
PHONE,NA,2018-01-08 11:57:00.0,2018-04-02 12:01:20.587,2018-01-03 09:32:14.307,Check Welfare,24,2018-01-23 00:00:00.0,2642 ALLEN AVE,B,NA,Check Welfare,NA,1049724,899269.457,1011812.815,CLOSED,"ANIMAL CARE,",6
WEB,NA,2018-01-03 13:36:20.693,2018-01-03 13:36:20.693,2018-01-03 09:33:29.0,Excavation Application,1,2018-02-14 00:00:00.0,HOLLY HILLS AVE & PENNSYLVANIA AVE,B,NA,PmtApp_Excavation,NA,1049725,892003.574,991685.942,CLOSED,"STREET PERMITS,",11
PHONE,NA,2018-01-09 12:58:24.083,2018-01-09 12:58:24.083,2018-01-03 09:33:44.37,Refuse not collected,50,2018-01-08 00:00:00.0,5562 POWERS AVE,B,NA,Refuse not collected,NA,1049726,885664.876,1034969.908,CLOSED,"REFUSE,",22
PHONE,NA,2018-01-06 09:03:52.017,2018-01-06 09:03:52.017,2018-01-03 09:34:58.297,Foreman cntct citizn,50,2018-01-08 00:00:00.0,5562 POWERS AVE,B,NA,Foreman cntct citizn,NA,1049727,885664.876,1034969.908,CLOSED,"REFUSE,",22
OTHER,NA,2018-03-30 12:04:02.127,2018-03-30 12:04:02.127,2018-01-03 09:36:34.453,Graffiti-Private,77,2018-01-23 00:00:00.0,1036 N VANDEVENTER AVE,B,NA,Graffiti-Private,NA,1049728,895838.959,1024323.037,CLOSED,"OP BRIGHTSIDE,",18
PHONE,NA,2018-01-03 13:01:54.0,2018-01-05 12:24:57.377,2018-01-03 09:37:19.457,Containr damaged,74,2018-01-12 00:00:00.0,1046 SELLS AVE,B,NA,Containr damaged,NA,1049729,895900.316,1048995.031,CLOSED,"REFUSE,",2
PHONE,NA,2018-01-03 17:47:31.44,2018-01-03 17:47:31.44,2018-01-03 09:38:39.183,Refuse not collected,42,2018-01-08 00:00:00.0,6528 WISE AVE,B,NA,Refuse not collected,NA,1049730,878358.686,1017755.862,CLOSED,"REFUSE,",24
PHONE,NA,2018-01-03 09:39:11.97,2018-01-03 09:39:10.84,2018-01-03 09:39:10.84,Public Nuisance Rpt,74,NA,827 ELIAS AVE,B,NA,Public Nuisance Rpt,NA,1049731,897258.612,1051639.716,CLOSED,"NST,",2
PHONE,NA,2018-01-03 10:16:05.073,2018-01-03 10:16:05.073,2018-01-03 09:41:13.687,Sign needs attention,8,2018-02-14 00:00:00.0,DONOVAN AVE & EICHELBERGER ST,B,NA,Sign needs attention,NA,1049732,876074.928,1001026.651,CLOSED,"TRAFFIC DIVISION, 511",16
PHONE,NA,NA,NA,2018-01-03 09:41:25.113,"Mice Infstation, Int",37,2018-01-23 00:00:00.0,310 S GRAND BLVD,B,NA,"Mice Infstation, Int",NA,1049733,896887.763,1018990.524,Disptch,"COMM SANITATION,",19
PHONE,NA,2018-01-04 08:32:53.523,2018-01-04 08:32:53.523,2018-01-03 09:42:42.51,Signals out of sync,13,2018-01-08 00:00:00.0,S KINGSHIGHWAY BLVD & SHAW AVE,B,NA,Signals out of sync,NA,1049734,886857.256,1013710.728,CLOSED,"TRAFFIC DIVISION, 511",10
PHONE,NA,2018-01-10 06:02:22.503,2018-01-10 06:02:22.503,2018-01-03 09:42:44.87,Snow/Ice - Residnl,67,2018-01-09 00:00:00.0,4217 PRAIRIE AVE,B,NA,Snow/Ice - Residnl,NA,1049735,901047.92,1032560.808,CLOSED,"STREET DIVISION, 514",3
WEB,NA,2018-01-05 10:48:33.503,2018-01-05 10:48:33.503,2018-01-03 09:43:33.0,Debris-Vacant Bldg,78,2018-01-23 00:00:00.0,5963 PAGE BLVD,A,NA,Debris-Vacant Bldg,NA,1049736,880795.009,1032765.374,CLOSED,"FORESTRY,",22
PHONE,NA,2018-01-06 10:39:40.21,2018-01-06 10:39:40.21,2018-01-03 09:45:54.423,Cntnr overflow/bulky,69,2018-01-08 00:00:00.0,4500 ANDERSON AVE,B,NA,Cntnr overflow/bulky,NA,1049737,895836.752,1035788.64,CLOSED,"REFUSE,",21
ADMIN BUILDING,NA,2018-04-18 13:30:07.693,2018-04-18 13:30:07.693,2018-01-03 09:46:23.927,BOILER/FURNACE/RADIATOR,NA,2018-01-10 00:00:00.0,1200 MARKET,B,ST. LOUIS,BOILER/FURNACE/RADIA,63103,1049738,NA,NA,CLOSED,"FACILITIES MGMT,",NA
WEB,NA,2018-07-09 10:59:12.54,2018-07-09 10:59:12.54,2018-01-03 09:46:41.0,Vehicle-Rt of Way,33,2018-01-23 00:00:00.0,1617 LAFAYETTE AVE,B,NA,Vehicle-Rt of Way,NA,1049739,903081.443,1012368.016,CLOSED,"TREAS PRKG SVC,",7
